index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago
0|1629590400000|0,13844|0,13867|0,13836|0,13849|22326,4|1629590459999|3091,408418|16|3329,4|461,427335|22.08.2021 02:00:00|22.08.2021 02:00:59|5E-05|0,00031|0,22405319456490315119976872|0,03611672926899739959549263||||||||||||||||||||||||||RVNUSDT|True|||||||||||
1|1629590460000|0,13842|0,13842|0,138|0,13817|145941,7|1629590519999|20154,459452|64|2591,1|358,57559|22.08.2021 02:01:00|22.08.2021 02:01:59|-0,00025|0,00042|0,30434782608695652173913043|-0,18060973847709868516110389||||||||||||||||||||||||||RVNUSDT|False|||||||||||
2|1629590520000|0,13821|0,13827|0,1379|0,13803|69682,5|1629590579999|9617,609081|63|7838,8|1082,244403|22.08.2021 02:02:00|22.08.2021 02:02:59|-0,00018|0,00037|0,26831036983321247280638144|-0,13023659648361189494247884||||||||||||||||||||||||||RVNUSDT|False|||||||||||
3|1629590580000|0,13803|0,1388|0,13801|0,1388|97280,6|1629590639999|13470,179245|44|87282,5|12089,067205|22.08.2021 02:03:00|22.08.2021 02:03:59|0,00077|0,00079|0,5724222882399826099558003|0,55784974280953415924074477||||||||||||||||||||||||||RVNUSDT|True|||||||||||
4|1629590640000|0,13874|0,1393|0,13847|0,1393|71586,3|1629590699999|9938,791665|55|52343,4|7269,31349|22.08.2021 02:04:00|22.08.2021 02:04:59|0,00056|0,00083|0,59940781396692424351845165|0,40363269424823410696266398||||||||||||||||||||||||||RVNUSDT|True|||||||||||
5|1629590700000|0,13923|0,13923|0,13893|0,13922|48346,4|1629590759999|6727,846206|17|12753,4|1774,664384|22.08.2021 02:05:00|22.08.2021 02:05:59|-1E-05|0,0003|0,21593608291945584107104297|-0,00718236012353659412482942|0,59940781396692424351845165|0,40363269424823410696266398|0,5724222882399826099558003|0,55784974280953415924074477|0,26831036983321247280638144|-0,13023659648361189494247884|0,30434782608695652173913043|-0,18060973847709868516110389|0,22405319456490315119976872|0,03611672926899739959549263|0,13874|0,1393|0,13803|0,1388|0,13821|0,13803|0,13842|0,13817|0,13844|0,13849|1|1|0|0|1|RVNUSDT|False|11001|0,5 - 1|0,5 - 1|0,25 - 0,5|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,5 - 1|0 - -0,25|0 - -0,25|0,0 - 0,25
6|1629590760000|0,13931|0,13975|0,13923|0,13975|186687|1629590819999|26039,449998|72|166891,5|23281,34023|22.08.2021 02:06:00|22.08.2021 02:06:59|0,00044|0,00052|0,37348272642390289449112979|0,31584236594645036250089728|0,21593608291945584107104297|-0,00718236012353659412482942|0,59940781396692424351845165|0,40363269424823410696266398|0,5724222882399826099558003|0,55784974280953415924074477|0,26831036983321247280638144|-0,13023659648361189494247884|0,30434782608695652173913043|-0,18060973847709868516110389|0,13923|0,13922|0,13874|0,1393|0,13803|0,1388|0,13821|0,13803|0,13842|0,13817|0|1|1|0|0|RVNUSDT|True|01100|0,0 - 0,25|0,5 - 1|0,5 - 1|0,25 - 0,5|0,25 - 0,5|0 - -0,25|0,25 - 0,5|0,5 - 1|0 - -0,25|0 - -0,25
7|1629590820000|0,1397|0,14|0,13968|0,14|179395,4|1629590879999|25090,603098|85|129292,8|18087,661639|22.08.2021 02:07:00|22.08.2021 02:07:59|0,0003|0,00032|0,2290950744558991981672394|0,21474588403722261989978525|0,37348272642390289449112979|0,31584236594645036250089728|0,21593608291945584107104297|-0,00718236012353659412482942|0,59940781396692424351845165|0,40363269424823410696266398|0,5724222882399826099558003|0,55784974280953415924074477|0,26831036983321247280638144|-0,13023659648361189494247884|0,13931|0,13975|0,13923|0,13922|0,13874|0,1393|0,13803|0,1388|0,13821|0,13803|1|0|1|1|0|RVNUSDT|True|10110|0,25 - 0,5|0,0 - 0,25|0,5 - 1|0,5 - 1|0,25 - 0,5|0,25 - 0,5|0 - -0,25|0,25 - 0,5|0,5 - 1|0 - -0,25
8|1629590880000|0,14|0,14008|0,13964|0,13978|52455|1629590939999|7334,912615|31|25291,1|3534,706217|22.08.2021 02:08:00|22.08.2021 02:08:59|-0,00022|0,00044|0,31509596104268118017759954|-0,15714285714285714285714286|0,2290950744558991981672394|0,21474588403722261989978525|0,37348272642390289449112979|0,31584236594645036250089728|0,21593608291945584107104297|-0,00718236012353659412482942|0,59940781396692424351845165|0,40363269424823410696266398|0,5724222882399826099558003|0,55784974280953415924074477|0,1397|0,14|0,13931|0,13975|0,13923|0,13922|0,13874|0,1393|0,13803|0,1388|1|1|0|1|1|RVNUSDT|False|11011|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,5 - 1|0,5 - 1|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0,25 - 0,5|0,5 - 1
9|1629590940000|0,13962|0,13972|0,13962|0,13966|9092,5|1629590999999|1269,834522|6|8008,5|1118,486442|22.08.2021 02:09:00|22.08.2021 02:09:59|4E-05|0,0001|0,07162297665090961180346655|0,02864919066036384472138662|0,31509596104268118017759954|-0,15714285714285714285714286|0,2290950744558991981672394|0,21474588403722261989978525|0,37348272642390289449112979|0,31584236594645036250089728|0,21593608291945584107104297|-0,00718236012353659412482942|0,59940781396692424351845165|0,40363269424823410696266398|0,14|0,13978|0,1397|0,14|0,13931|0,13975|0,13923|0,13922|0,13874|0,1393|0|1|1|0|1|RVNUSDT|True|01101|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,5 - 1|0 - -0,25|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0,25 - 0,5
10|1629591000000|0,13964|0,13979|0,13962|0,13979|33641,6|1629591059999|4699,317832|20|19373,9|2706,53825|22.08.2021 02:10:00|22.08.2021 02:10:59|0,00015|0,00017|0,12175906030654634006589314|0,10741907762818676596963621|0,07162297665090961180346655|0,02864919066036384472138662|0,31509596104268118017759954|-0,15714285714285714285714286|0,2290950744558991981672394|0,21474588403722261989978525|0,37348272642390289449112979|0,31584236594645036250089728|0,21593608291945584107104297|-0,00718236012353659412482942|0,13962|0,13966|0,14|0,13978|0,1397|0,14|0,13931|0,13975|0,13923|0,13922|1|0|1|1|0|RVNUSDT|True|10110|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,25 - 0,5|0 - -0,25
