index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago
0|1629590400000|0,010777|0,010808|0,010776|0,0108|2049914|1629590459999|22130,19203|44|1625423|17555,692983|22.08.2021 02:00:00|22.08.2021 02:00:59|2,3E-05|3,2E-05|0,29695619896065330363771344|0,21341746311589496149206644||||||||||||||||||||||||||HOTUSDT|True|||||||||||
1|1629590460000|0,010801|0,010801|0,010776|0,010786|436540|1629590519999|4708,338054|25|17083|184,222791|22.08.2021 02:01:00|22.08.2021 02:01:59|-1,5E-05|2,5E-05|0,23199703043801039346696362|-0,13887602999722247940005555||||||||||||||||||||||||||HOTUSDT|False|||||||||||
2|1629590520000|0,010795|0,010805|0,010766|0,010766|1628975|1629590579999|17569,521864|43|1311405|14147,223428|22.08.2021 02:02:00|22.08.2021 02:02:59|-2,9E-05|3,9E-05|0,36225153260263793423741408|-0,2686428902269569245020843||||||||||||||||||||||||||HOTUSDT|False|||||||||||
3|1629590580000|0,010789|0,010814|0,010774|0,010814|2154901|1629590639999|23263,020289|63|1708818|18452,116673|22.08.2021 02:03:00|22.08.2021 02:03:59|2,5E-05|4E-05|0,37126415444588824948951179|0,23171749003614792844563908||||||||||||||||||||||||||HOTUSDT|True|||||||||||
4|1629590640000|0,010814|0,010844|0,010799|0,010829|1291950|1629590699999|13988,864433|55|963576|10438,799471|22.08.2021 02:04:00|22.08.2021 02:04:59|1,5E-05|4,5E-05|0,41670525048615612556718215|0,13870908082115775846125393||||||||||||||||||||||||||HOTUSDT|True|||||||||||
5|1629590700000|0,01084|0,01086|0,010835|0,01086|655302|1629590759999|7106,080749|33|594197|6443,275738|22.08.2021 02:05:00|22.08.2021 02:05:59|2E-05|2,5E-05|0,23073373327180433779418551|0,18450184501845018450184502|0,41670525048615612556718215|0,13870908082115775846125393|0,37126415444588824948951179|0,23171749003614792844563908|0,36225153260263793423741408|-0,2686428902269569245020843|0,23199703043801039346696362|-0,13887602999722247940005555|0,29695619896065330363771344|0,21341746311589496149206644|0,010814|0,010829|0,010789|0,010814|0,010795|0,010766|0,010801|0,010786|0,010777|0,0108|1|1|0|0|1|HOTUSDT|True|11001|0,25 - 0,5|0,25 - 0,5|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|-0,25 - -0,5|0 - -0,25|0,0 - 0,25
6|1629590760000|0,010863|0,010868|0,010846|0,010868|1551811|1629590819999|16846,391469|33|606663|6590,328101|22.08.2021 02:06:00|22.08.2021 02:06:59|5E-06|2,2E-05|0,2028397565922920892494929|0,04602780079167817361686459|0,23073373327180433779418551|0,18450184501845018450184502|0,41670525048615612556718215|0,13870908082115775846125393|0,37126415444588824948951179|0,23171749003614792844563908|0,36225153260263793423741408|-0,2686428902269569245020843|0,23199703043801039346696362|-0,13887602999722247940005555|0,01084|0,01086|0,010814|0,010829|0,010789|0,010814|0,010795|0,010766|0,010801|0,010786|1|1|1|0|0|HOTUSDT|True|11100|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|-0,25 - -0,5|0 - -0,25
7|1629590820000|0,010863|0,010891|0,010862|0,010891|524204|1629590879999|5697,598915|41|317989|3456,443433|22.08.2021 02:07:00|22.08.2021 02:07:59|2,8E-05|2,9E-05|0,26698582213220401399373964|0,25775568443339777225444168|0,2028397565922920892494929|0,04602780079167817361686459|0,23073373327180433779418551|0,18450184501845018450184502|0,41670525048615612556718215|0,13870908082115775846125393|0,37126415444588824948951179|0,23171749003614792844563908|0,36225153260263793423741408|-0,2686428902269569245020843|0,010863|0,010868|0,01084|0,01086|0,010814|0,010829|0,010789|0,010814|0,010795|0,010766|1|1|1|1|0|HOTUSDT|True|11110|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|-0,25 - -0,5
8|1629590880000|0,010886|0,010893|0,010845|0,010875|2449318|1629590939999|26596,433938|55|751568|8161,970732|22.08.2021 02:08:00|22.08.2021 02:08:59|-1,1E-05|4,8E-05|0,44260027662517289073305671|-0,10104721660848796619511299|0,26698582213220401399373964|0,25775568443339777225444168|0,2028397565922920892494929|0,04602780079167817361686459|0,23073373327180433779418551|0,18450184501845018450184502|0,41670525048615612556718215|0,13870908082115775846125393|0,37126415444588824948951179|0,23171749003614792844563908|0,010863|0,010891|0,010863|0,010868|0,01084|0,01086|0,010814|0,010829|0,010789|0,010814|1|1|1|1|1|HOTUSDT|False|11111|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25
9|1629590940000|0,010868|0,010884|0,010868|0,010884|334928|1629590999999|3643,468311|12|321029|3492,413979|22.08.2021 02:09:00|22.08.2021 02:09:59|1,6E-05|1,6E-05|0,1472211998527788001472212|0,1472211998527788001472212|0,44260027662517289073305671|-0,10104721660848796619511299|0,26698582213220401399373964|0,25775568443339777225444168|0,2028397565922920892494929|0,04602780079167817361686459|0,23073373327180433779418551|0,18450184501845018450184502|0,41670525048615612556718215|0,13870908082115775846125393|0,010886|0,010875|0,010863|0,010891|0,010863|0,010868|0,01084|0,01086|0,010814|0,010829|0|1|1|1|1|HOTUSDT|True|01111|0,25 - 0,5|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25
