index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago
0|1629590400000|3223,36|3227,47|3222,68|3225,66|616,0368|1629590459999|1985934,7495283|660|447,66934|1443025,923266|22.08.2021 02:00:00|22.08.2021 02:00:59|2,3|4,79|0,14863405612719848076755992|0,07135411496078626029981138||||||||||||||||||||||||||ETHUSDT|True|||||||||||
1|1629590460000|3225,66|3226,36|3220,1|3222,38|272,79179|1629590519999|879126,2573772|717|111,34474|358907,5991836|22.08.2021 02:01:00|22.08.2021 02:01:59|-3,28|6,26|0,19440390049998447253190895|-0,10168461648158826410719047||||||||||||||||||||||||||ETHUSDT|False|||||||||||
2|1629590520000|3222,38|3225,5|3218,09|3221,31|893,0822|1629590579999|2876429,52572|1178|320,94904|1033955,9073337|22.08.2021 02:02:00|22.08.2021 02:02:59|-1,07|7,41|0,23026080687612838671385822|-0,03320527063847218515507172||||||||||||||||||||||||||ETHUSDT|False|||||||||||
3|1629590580000|3221,3|3230|3220,21|3229,54|444,80852|1629590639999|1434187,5407388|705|222,36853|716936,8122274|22.08.2021 02:03:00|22.08.2021 02:03:59|8,24|9,79|0,30401743985640688029662662|0,25579734889640828237047155||||||||||||||||||||||||||ETHUSDT|True|||||||||||
4|1629590640000|3229,54|3233,33|3227,01|3233,25|408,57322|1629590699999|1319860,7073425|751|218,46834|705764,5869641|22.08.2021 02:04:00|22.08.2021 02:04:59|3,71|6,32|0,19584692951059959529099693|0,11487704131238504554828242||||||||||||||||||||||||||ETHUSDT|True|||||||||||
5|1629590700000|3233,37|3238,35|3231,4|3237,63|519,39027|1629590759999|1679737,5404591|713|349,8653|1131382,692771|22.08.2021 02:05:00|22.08.2021 02:05:59|4,26|6,95|0,21507705638422974562109302|0,13175108323513857059352935|0,19584692951059959529099693|0,11487704131238504554828242|0,30401743985640688029662662|0,25579734889640828237047155|0,23026080687612838671385822|-0,03320527063847218515507172|0,19440390049998447253190895|-0,10168461648158826410719047|0,14863405612719848076755992|0,07135411496078626029981138|3229,54|3233,25|3221,3|3229,54|3222,38|3221,31|3225,66|3222,38|3223,36|3225,66|1|1|0|0|1|ETHUSDT|True|11001|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0 - -0,25|0,0 - 0,25
6|1629590760000|3237,62|3242,44|3237,05|3242,05|451,59236|1629590819999|1462796,4332526|802|247,06087|800246,3529704|22.08.2021 02:06:00|22.08.2021 02:06:59|4,43|5,39|0,16650963068225699325002703|0,13682890518343721622673445|0,21507705638422974562109302|0,13175108323513857059352935|0,19584692951059959529099693|0,11487704131238504554828242|0,30401743985640688029662662|0,25579734889640828237047155|0,23026080687612838671385822|-0,03320527063847218515507172|0,19440390049998447253190895|-0,10168461648158826410719047|3233,37|3237,63|3229,54|3233,25|3221,3|3229,54|3222,38|3221,31|3225,66|3222,38|1|1|1|0|0|ETHUSDT|True|11100|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0 - -0,25
7|1629590820000|3242,04|3249,7|3241,18|3248,98|581,22663|1629590879999|1886864,3339116|1266|368,51685|1196372,131624|22.08.2021 02:07:00|22.08.2021 02:07:59|6,94|8,52|0,26286722736781048877260751|0,21406275061381105723556773|0,16650963068225699325002703|0,13682890518343721622673445|0,21507705638422974562109302|0,13175108323513857059352935|0,19584692951059959529099693|0,11487704131238504554828242|0,30401743985640688029662662|0,25579734889640828237047155|0,23026080687612838671385822|-0,03320527063847218515507172|3237,62|3242,05|3233,37|3237,63|3229,54|3233,25|3221,3|3229,54|3222,38|3221,31|1|1|1|1|0|ETHUSDT|True|11110|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0 - -0,25
8|1629590880000|3248,97|3250|3245,66|3248|469,7912|1629590939999|1525998,8318832|677|246,93898|802115,3787815|22.08.2021 02:08:00|22.08.2021 02:08:59|-0,97|4,34|0,13371702519672424098642495|-0,02985561577977020409545179|0,26286722736781048877260751|0,21406275061381105723556773|0,16650963068225699325002703|0,13682890518343721622673445|0,21507705638422974562109302|0,13175108323513857059352935|0,19584692951059959529099693|0,11487704131238504554828242|0,30401743985640688029662662|0,25579734889640828237047155|3242,04|3248,98|3237,62|3242,05|3233,37|3237,63|3229,54|3233,25|3221,3|3229,54|1|1|1|1|1|ETHUSDT|False|11111|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5
9|1629590940000|3248|3250,35|3245|3249,15|324,22699|1629590999999|1053104,3794981|534|202,97803|659451,1806992|22.08.2021 02:09:00|22.08.2021 02:09:59|1,15|5,35|0,16486902927580893682588598|0,03540640394088669950738916|0,13371702519672424098642495|-0,02985561577977020409545179|0,26286722736781048877260751|0,21406275061381105723556773|0,16650963068225699325002703|0,13682890518343721622673445|0,21507705638422974562109302|0,13175108323513857059352935|0,19584692951059959529099693|0,11487704131238504554828242|3248,97|3248|3242,04|3248,98|3237,62|3242,05|3233,37|3237,63|3229,54|3233,25|0|1|1|1|1|ETHUSDT|True|01111|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0 - -0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25
