index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago
0|1629590400000|59,588|59,66|59,581|59,66|77,538|1629590459999|4622,602056|21|12,955|772,79828|22.08.2021 02:00:00|22.08.2021 02:00:59|0,072|0,079|0,1325926050250918917104446|0,12082969725448076793985366||||||||||||||||||||||||||TRBUSDT|True|||||||||||
1|1629590460000|59,654|59,654|59,527|59,527|12,394|1629590519999|738,840405|11|4,907|292,635309|22.08.2021 02:01:00|22.08.2021 02:01:59|-0,127|0,127|0,21334856451694189191459338|-0,21289435746136051228752473||||||||||||||||||||||||||TRBUSDT|False|||||||||||
2|1629590520000|59,568|59,649|59,491|59,543|178,98|1629590579999|10655,53689|26|120,153|7154,827034|22.08.2021 02:02:00|22.08.2021 02:02:59|-0,025|0,158|0,26558639121883982451127061|-0,04196884233145312919688423||||||||||||||||||||||||||TRBUSDT|False|||||||||||
3|1629590580000|59,559|59,83|59,452|59,83|264,663|1629590639999|15823,624688|23|255,383|15271,091087|22.08.2021 02:03:00|22.08.2021 02:03:59|0,271|0,378|0,63580703761017291260176277|0,45501099749827901744488658||||||||||||||||||||||||||TRBUSDT|True|||||||||||
4|1629590640000|59,754|60,167|59,7|60,167|571,575|1629590699999|34266,4764|59|424,307|25470,25407|22.08.2021 02:04:00|22.08.2021 02:04:59|0,413|0,467|0,78224455611390284757118928|0,69116711851926230879941092||||||||||||||||||||||||||TRBUSDT|True|||||||||||
5|1629590700000|60,156|60,156|59,886|60,123|211,53|1629590759999|12691,140447|27|14,162|849,90382|22.08.2021 02:05:00|22.08.2021 02:05:59|-0,033|0,27|0,45085662759242560865644725|-0,05485737083582685018950728|0,78224455611390284757118928|0,69116711851926230879941092|0,63580703761017291260176277|0,45501099749827901744488658|0,26558639121883982451127061|-0,04196884233145312919688423|0,21334856451694189191459338|-0,21289435746136051228752473|0,1325926050250918917104446|0,12082969725448076793985366|59,754|60,167|59,559|59,83|59,568|59,543|59,654|59,527|59,588|59,66|1|1|0|0|1|TRBUSDT|False|11001|0,5 - 1|0,5 - 1|0,25 - 0,5|0,0 - 0,25|0,0 - 0,25|0,5 - 1|0,25 - 0,5|0 - -0,25|0 - -0,25|0,0 - 0,25
6|1629590760000|60,114|60,339|60,042|60,333|366,051|1629590819999|22023,634957|59|316,334|19036,806259|22.08.2021 02:06:00|22.08.2021 02:06:59|0,219|0,297|0,49465374238033376636354552|0,36430781515121269587783212|0,45085662759242560865644725|-0,05485737083582685018950728|0,78224455611390284757118928|0,69116711851926230879941092|0,63580703761017291260176277|0,45501099749827901744488658|0,26558639121883982451127061|-0,04196884233145312919688423|0,21334856451694189191459338|-0,21289435746136051228752473|60,156|60,123|59,754|60,167|59,559|59,83|59,568|59,543|59,654|59,527|0|1|1|0|0|TRBUSDT|True|01100|0,25 - 0,5|0,5 - 1|0,5 - 1|0,25 - 0,5|0,0 - 0,25|0 - -0,25|0,5 - 1|0,25 - 0,5|0 - -0,25|0 - -0,25
7|1629590820000|60,386|60,501|60,373|60,492|44,219|1629590879999|2673,133178|16|43,147|2608,405622|22.08.2021 02:07:00|22.08.2021 02:07:59|0,106|0,128|0,21201530485481920726152419|0,17553737621302951015135959|0,49465374238033376636354552|0,36430781515121269587783212|0,45085662759242560865644725|-0,05485737083582685018950728|0,78224455611390284757118928|0,69116711851926230879941092|0,63580703761017291260176277|0,45501099749827901744488658|0,26558639121883982451127061|-0,04196884233145312919688423|60,114|60,333|60,156|60,123|59,754|60,167|59,559|59,83|59,568|59,543|1|0|1|1|0|TRBUSDT|True|10110|0,25 - 0,5|0,25 - 0,5|0,5 - 1|0,5 - 1|0,25 - 0,5|0,25 - 0,5|0 - -0,25|0,5 - 1|0,25 - 0,5|0 - -0,25
8|1629590880000|60,462|60,477|60,292|60,292|122,52|1629590939999|7398,808016|23|48,203|2912,790243|22.08.2021 02:08:00|22.08.2021 02:08:59|-0,17|0,185|0,30684004511377960591786638|-0,28116833713737554166253184|0,21201530485481920726152419|0,17553737621302951015135959|0,49465374238033376636354552|0,36430781515121269587783212|0,45085662759242560865644725|-0,05485737083582685018950728|0,78224455611390284757118928|0,69116711851926230879941092|0,63580703761017291260176277|0,45501099749827901744488658|60,386|60,492|60,114|60,333|60,156|60,123|59,754|60,167|59,559|59,83|1|1|0|1|1|TRBUSDT|False|11011|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,5 - 1|0,5 - 1|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0,5 - 1|0,25 - 0,5
9|1629590940000|60,278|60,327|60,257|60,327|27,35|1629590999999|1649,360641|9|21,13|1274,404778|22.08.2021 02:09:00|22.08.2021 02:09:59|0,049|0,07|0,11616907579202416316776474|0,08129002289392481502372341|0,30684004511377960591786638|-0,28116833713737554166253184|0,21201530485481920726152419|0,17553737621302951015135959|0,49465374238033376636354552|0,36430781515121269587783212|0,45085662759242560865644725|-0,05485737083582685018950728|0,78224455611390284757118928|0,69116711851926230879941092|60,462|60,292|60,386|60,492|60,114|60,333|60,156|60,123|59,754|60,167|0|1|1|0|1|TRBUSDT|True|01101|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,5 - 1|-0,25 - -0,5|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0,5 - 1
10|1629591000000|60,421|60,422|60,289|60,289|15,412|1629591059999|930,176806|10|3,712|224,284337|22.08.2021 02:10:00|22.08.2021 02:10:59|-0,132|0,133|0,2206040902983960589825673|-0,21846708925704639115539299|0,11616907579202416316776474|0,08129002289392481502372341|0,30684004511377960591786638|-0,28116833713737554166253184|0,21201530485481920726152419|0,17553737621302951015135959|0,49465374238033376636354552|0,36430781515121269587783212|0,45085662759242560865644725|-0,05485737083582685018950728|60,278|60,327|60,462|60,292|60,386|60,492|60,114|60,333|60,156|60,123|1|0|1|1|0|TRBUSDT|False|10110|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0,25 - 0,5|0,0 - 0,25|-0,25 - -0,5|0,0 - 0,25|0,25 - 0,5|0 - -0,25
11|1629591060000|60,27|60,27|60,122|60,178|41,466|1629591119999|2497,017763|26|5,22|314,084336|22.08.2021 02:11:00|22.08.2021 02:11:59|-0,092|0,148|0,24616612887129503343202156|-0,15264642442342790774846524|0,2206040902983960589825673|-0,21846708925704639115539299|0,11616907579202416316776474|0,08129002289392481502372341|0,30684004511377960591786638|-0,28116833713737554166253184|0,21201530485481920726152419|0,17553737621302951015135959|0,49465374238033376636354552|0,36430781515121269587783212|60,421|60,289|60,278|60,327|60,462|60,292|60,386|60,492|60,114|60,333|0|1|0|1|1|TRBUSDT|False|01011|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0,0 - 0,25|-0,25 - -0,5|0,0 - 0,25|0,25 - 0,5
12|1629591120000|60,174|60,175|60,134|60,134|38,475|1629591179999|2314,985016|6|38,475|2314,985016|22.08.2021 02:12:00|22.08.2021 02:12:59|-0,04|0,041|0,06818106229420959856320883|-0,06647389237876823877422142|0,24616612887129503343202156|-0,15264642442342790774846524|0,2206040902983960589825673|-0,21846708925704639115539299|0,11616907579202416316776474|0,08129002289392481502372341|0,30684004511377960591786638|-0,28116833713737554166253184|0,21201530485481920726152419|0,17553737621302951015135959|60,27|60,178|60,421|60,289|60,278|60,327|60,462|60,292|60,386|60,492|0|0|1|0|1|TRBUSDT|False|00101|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0,0 - 0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|-0,25 - -0,5|0,0 - 0,25
13|1629591180000|60,1|60,117|59,764|59,808|414,767|1629591239999|24865,718393|52|10,666|638,242258|22.08.2021 02:13:00|22.08.2021 02:13:59|-0,292|0,353|0,59065658255806170939026839|-0,48585690515806988352745424|0,06818106229420959856320883|-0,06647389237876823877422142|0,24616612887129503343202156|-0,15264642442342790774846524|0,2206040902983960589825673|-0,21846708925704639115539299|0,11616907579202416316776474|0,08129002289392481502372341|0,30684004511377960591786638|-0,28116833713737554166253184|60,174|60,134|60,27|60,178|60,421|60,289|60,278|60,327|60,462|60,292|0|0|0|1|0|TRBUSDT|False|00010|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,0 - 0,25|0,25 - 0,5|0 - -0,25|0 - -0,25|0 - -0,25|0,0 - 0,25|-0,25 - -0,5
