index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago
0|1629676800000|0,5558|0,55821|0,55539|0,55728|112207|1629676859999|62447,716437|117|43931,9|24435,987805|23.08.2021 02:00:00|23.08.2021 02:00:59|0,00148|0,00282|0,50775130989034732350240372|0,26628283555235696293630802||||||||||||||||||||||||||FTMUSDT|True|||||||||||
1|1629676860000|0,55797|0,55797|0,55285|0,5578|231713,1|1629676919999|128582,82321|249|77506,8|43033,0123|23.08.2021 02:01:00|23.08.2021 02:01:59|-0,00017|0,00512|0,92611015646196979289138103|-0,03046758786314676416294783||||||||||||||||||||||||||FTMUSDT|False|||||||||||
2|1629676920000|0,55756|0,55792|0,555|0,55503|476403,1|1629676979999|264602,51913|185|47105,1|26208,557536|23.08.2021 02:02:00|23.08.2021 02:02:59|-0,00253|0,00292|0,52612612612612612612612613|-0,45376282373197503407705||||||||||||||||||||||||||FTMUSDT|False|||||||||||
3|1629676980000|0,55528|0,55556|0,54945|0,55002|973556,1|1629677039999|537097,080087|726|198769,5|109639,829277|23.08.2021 02:03:00|23.08.2021 02:03:59|-0,00526|0,00611|1,11202111202111202111202111|-0,9472698458435383950439418||||||||||||||||||||||||||FTMUSDT|False|||||||||||
4|1629677040000|0,55012|0,55027|0,54724|0,5475|562520,7|1629677099999|308672,092019|624|158884,3|87274,515624|23.08.2021 02:04:00|23.08.2021 02:04:59|-0,00262|0,00303|0,55368759593596959286601857|-0,47625972515087617247146077||||||||||||||||||||||||||FTMUSDT|False|||||||||||
5|1629677100000|0,54914|0,55166|0,54737|0,55136|355550,4|1629677159999|195062,882019|477|107301,2|58926,008271|23.08.2021 02:05:00|23.08.2021 02:05:59|0,00222|0,00429|0,78374773918921387726766173|0,40426849255199038496558255|0,55368759593596959286601857|-0,47625972515087617247146077|1,11202111202111202111202111|-0,9472698458435383950439418|0,52612612612612612612612613|-0,45376282373197503407705|0,92611015646196979289138103|-0,03046758786314676416294783|0,50775130989034732350240372|0,26628283555235696293630802|0,55012|0,5475|0,55528|0,55002|0,55756|0,55503|0,55797|0,5578|0,5558|0,55728|0|0|0|0|1|FTMUSDT|True|00001|0,5 - 1|1 - 2|0,5 - 1|0,5 - 1|0,5 - 1|-0,25 - -0,5|-0,5 - -1|-0,25 - -0,5|0 - -0,25|0,25 - 0,5
6|1629677160000|0,5514|0,55501|0,55124|0,55468|740478|1629677219999|409973,297185|471|565537,7|313215,990579|23.08.2021 02:06:00|23.08.2021 02:06:59|0,00328|0,00377|0,68391263333575212248748277|0,59484947406601378309756982|0,78374773918921387726766173|0,40426849255199038496558255|0,55368759593596959286601857|-0,47625972515087617247146077|1,11202111202111202111202111|-0,9472698458435383950439418|0,52612612612612612612612613|-0,45376282373197503407705|0,92611015646196979289138103|-0,03046758786314676416294783|0,54914|0,55136|0,55012|0,5475|0,55528|0,55002|0,55756|0,55503|0,55797|0,5578|1|0|0|0|0|FTMUSDT|True|10000|0,5 - 1|0,5 - 1|1 - 2|0,5 - 1|0,5 - 1|0,25 - 0,5|-0,25 - -0,5|-0,5 - -1|-0,25 - -0,5|0 - -0,25
7|1629677220000|0,55378|0,55471|0,5512|0,55126|157982,8|1629677279999|87284,558904|235|60479,4|33434,749162|23.08.2021 02:07:00|23.08.2021 02:07:59|-0,00252|0,00351|0,63679245283018867924528302|-0,45505435371447145075661815|0,68391263333575212248748277|0,59484947406601378309756982|0,78374773918921387726766173|0,40426849255199038496558255|0,55368759593596959286601857|-0,47625972515087617247146077|1,11202111202111202111202111|-0,9472698458435383950439418|0,52612612612612612612612613|-0,45376282373197503407705|0,5514|0,55468|0,54914|0,55136|0,55012|0,5475|0,55528|0,55002|0,55756|0,55503|1|1|0|0|0|FTMUSDT|False|11000|0,5 - 1|0,5 - 1|0,5 - 1|1 - 2|0,5 - 1|0,5 - 1|0,25 - 0,5|-0,25 - -0,5|-0,5 - -1|-0,25 - -0,5
8|1629677280000|0,55164|0,55411|0,5512|0,55354|130194,3|1629677339999|71928,317899|187|72153,2|39873,732066|23.08.2021 02:08:00|23.08.2021 02:08:59|0,0019|0,00291|0,52793904208998548621190131|0,34442752519759263287651367|0,63679245283018867924528302|-0,45505435371447145075661815|0,68391263333575212248748277|0,59484947406601378309756982|0,78374773918921387726766173|0,40426849255199038496558255|0,55368759593596959286601857|-0,47625972515087617247146077|1,11202111202111202111202111|-0,9472698458435383950439418|0,55378|0,55126|0,5514|0,55468|0,54914|0,55136|0,55012|0,5475|0,55528|0,55002|0|1|1|0|0|FTMUSDT|True|01100|0,5 - 1|0,5 - 1|0,5 - 1|0,5 - 1|1 - 2|-0,25 - -0,5|0,5 - 1|0,25 - 0,5|-0,25 - -0,5|-0,5 - -1
9|1629677340000|0,55337|0,55419|0,55224|0,55275|228511,9|1629677399999|126394,302655|166|126058,4|69739,817348|23.08.2021 02:09:00|23.08.2021 02:09:59|-0,00062|0,00195|0,3531073446327683615819209|-0,11204076838281800603574462|0,52793904208998548621190131|0,34442752519759263287651367|0,63679245283018867924528302|-0,45505435371447145075661815|0,68391263333575212248748277|0,59484947406601378309756982|0,78374773918921387726766173|0,40426849255199038496558255|0,55368759593596959286601857|-0,47625972515087617247146077|0,55164|0,55354|0,55378|0,55126|0,5514|0,55468|0,54914|0,55136|0,55012|0,5475|1|0|1|1|0|FTMUSDT|False|10110|0,5 - 1|0,5 - 1|0,5 - 1|0,5 - 1|0,5 - 1|0,25 - 0,5|-0,25 - -0,5|0,5 - 1|0,25 - 0,5|-0,25 - -0,5
