index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|PercentHighLowSixMinuteAgo|PercentOpenCloseSixMinuteAgo|PercentHighLowSevenMinuteAgo|PercentOpenCloseSevenMinuteAgo|PercentHighLowEightMinuteAgo|PercentOpenCloseEightMinuteAgo|PercentHighLowNineMinuteAgo|PercentOpenCloseNineMinuteAgo|PercentHighLowTenMinuteAgo|PercentOpenCloseTenMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|OpenSixMinuteAgo|CloseSixMinuteAgo|OpenSevenMinuteAgo|CloseSevenMinuteAgo|OpenEightMinuteAgo|CloseEightMinuteAgo|OpenNineMinuteAgo|CloseNineMinuteAgo|OpenTenMinuteAgo|CloseTenMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|UpSixMinuteAgo|UpSevenMinuteAgo|UpEightMinuteAgo|UpNineMinuteAgo|UpTenMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_High_Low_Six_Minute_Ago|Range_High_Low_Seven_Minute_Ago|Range_High_Low_Eight_Minute_Ago|Range_High_Low_Nnie_Minute_Ago|Range_High_Low_Ten_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago|Range_Open_Close_Six_Minute_Ago|Range_Open_Close_Seven_Minute_Ago|Range_Open_Close_Eight_Minute_Ago|Range_Open_Close_Nine_Minute_Ago|Range_Open_Close_Ten_Minute_Ago|NightlyStar|AccessionBear|DarkCloud|FallingStar|MorningStar|AccessionBoom|Penetration|Pinbar|Doji|FiguresBinaryData
0|1630368000000|0,11124|0,11171|0,11118|0,11161|5276,1|1630368059999|587,310639|12|367,4|41,028824|31.08.2021 02:00:00|31.08.2021 02:00:59|0,00037|0,00053|0,47670444324518798345026084|0,33261416756562387630348795|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|True||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
1|1630368060000|0,1116|0,1116|0,1116|0,1116|90,6|1630368119999|10,11096|1|90,6|10,11096|31.08.2021 02:01:00|31.08.2021 02:01:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|True||||||||||||||||||||||False|False|False|True|False|False|False|True|False|
2|1630368120000|0,11165|0,11165|0,11165|0,11165|447,8|1630368179999|49,99687|1|447,8|49,99687|31.08.2021 02:02:00|31.08.2021 02:02:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|True||||||||||||||||||||||False|False|False|True|False|False|False|True|False|
3|1630368180000|0,11158|0,11158|0,11081|0,11113|8579,1|1630368239999|952,255511|12|134,3|14,985194|31.08.2021 02:03:00|31.08.2021 02:03:59|-0,00045|0,00077|0,69488313329121920404295641|-0,40329808209356515504570712|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|True||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
4|1630368240000|0,11086|0,11086|0,11081|0,11081|3937,7|1630368299999|436,434537|7|0|0|31.08.2021 02:04:00|31.08.2021 02:04:59|-5E-05|5E-05|0,04512228138254670156123094|-0,04510193036261952011546094|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|True||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
5|1630368300000|0,11074|0,11128|0,11074|0,11128|4361,1|1630368359999|484,863122|4|3961,5|440,611418|31.08.2021 02:05:00|31.08.2021 02:05:59|0,00054|0,00054|0,48762867979050027090482211|0,48762867979050027090482211|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|True||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|True|False|False|False|False|
6|1630368360000|0,11157|0,11184|0,11157|0,11184|154696,2|1630368419999|17261,415027|14|154696,2|17261,415027|31.08.2021 02:06:00|31.08.2021 02:06:59|0,00027|0,00027|0,24200053777897284216187147|0,24200053777897284216187147|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|True|False|False|False|False|
7|1630368420000|0,11201|0,11247|0,11201|0,11212|6580,4|1630368479999|738,528152|15|5263,4|590,596772|31.08.2021 02:07:00|31.08.2021 02:07:59|0,00011|0,00046|0,41067761806981519507186858|0,09820551736452102490849031|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|False|False|
8|1630368480000|0,11212|0,11212|0,11212|0,11212|0|1630368539999|0|0|0|0|31.08.2021 02:08:00|31.08.2021 02:08:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|True|False|
9|1630368540000|0,11212|0,11212|0,11212|0,11212|0|1630368599999|0|0|0|0|31.08.2021 02:09:00|31.08.2021 02:09:59|0|0|0|0|||||||||||||||||||||||||||||||||||||||||||||||||||IRISUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|True|False|False|False|True|False|
