index|OpenTime|Open|High|Low|Close|Volume|CloseTime|QuoteAssetVolume|NumberOfTrades|TakerBuyBaseAssetVolume|TakerBuyQuoteAssetVolume|StartTime|EndTime|SumOpenClose|SumHighLow|PercentHighLow|PercentOpenClose|PercentHighLowOneMinuteAgo|PercentOpenCloseOneMinuteAgo|PercentHighLowTwoMinuteAgo|PercentOpenCloseTwoMinuteAgo|PercentHighLowThreeMinuteAgo|PercentOpenCloseThreeMinuteAgo|PercentHighLowFourMinuteAgo|PercentOpenCloseFourMinuteAgo|PercentHighLowFiveMinuteAgo|PercentOpenCloseFiveMinuteAgo|PercentHighLowSixMinuteAgo|PercentOpenCloseSixMinuteAgo|PercentHighLowSevenMinuteAgo|PercentOpenCloseSevenMinuteAgo|PercentHighLowEightMinuteAgo|PercentOpenCloseEightMinuteAgo|PercentHighLowNineMinuteAgo|PercentOpenCloseNineMinuteAgo|PercentHighLowTenMinuteAgo|PercentOpenCloseTenMinuteAgo|OpenOneMinuteAgo|CloseOneMinuteAgo|OpenTwoMinuteAgo|CloseTwoMinuteAgo|OpenThreeMinuteAgo|CloseThreeMinuteAgo|OpenFourMinuteAgo|CloseFourMinuteAgo|OpenFiveMinuteAgo|CloseFiveMinuteAgo|OpenSixMinuteAgo|CloseSixMinuteAgo|OpenSevenMinuteAgo|CloseSevenMinuteAgo|OpenEightMinuteAgo|CloseEightMinuteAgo|OpenNineMinuteAgo|CloseNineMinuteAgo|OpenTenMinuteAgo|CloseTenMinuteAgo|UpMinuteAgo|UpTwoMinuteAgo|UpThreeMinuteAgo|UpFourMinuteAgo|UpFiveMinuteAgo|UpSixMinuteAgo|UpSevenMinuteAgo|UpEightMinuteAgo|UpNineMinuteAgo|UpTenMinuteAgo|Currency|ShouldBuy|BinaryData|Range_High_Low_One_Minute_Ago|Range_High_Low_Two_Minute_Ago|Range_High_Low_Three_Minute_Ago|Range_High_Low_Four_Minute_Ago|Range_High_Low_Five_Minute_Ago|Range_High_Low_Six_Minute_Ago|Range_High_Low_Seven_Minute_Ago|Range_High_Low_Eight_Minute_Ago|Range_High_Low_Nnie_Minute_Ago|Range_High_Low_Ten_Minute_Ago|Range_Open_Close_One_Minute_Ago|Range_Open_Close_Two_Minute_Ago|Range_Open_Close_Three_Minute_Ago|Range_Open_Close_Four_Minute_Ago|Range_Open_Close_Five_Minute_Ago|Range_Open_Close_Six_Minute_Ago|Range_Open_Close_Seven_Minute_Ago|Range_Open_Close_Eight_Minute_Ago|Range_Open_Close_Nine_Minute_Ago|Range_Open_Close_Ten_Minute_Ago|NightlyStar|AccessionBear|DarkCloud|FallingStar|MorningStar|AccessionBoom|Penetration|Pinbar|Doji|FiguresBinaryData
0|1631923200000|0,06182|0,06189|0,06179|0,06189|3077,5|1631923259999|190,318973|6|2629,1|162,612337|18.09.2021 02:00:00|18.09.2021 02:00:59|7E-05|0,0001|0,16183848519177860495225765|0,11323196376577159495308962|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
1|1631923260000|0,06189|0,06189|0,06176|0,06176|74169,2|1631923319999|4582,271397|17|339,3|20,999277|18.09.2021 02:01:00|18.09.2021 02:01:59|-0,00013|0,00013|0,21049222797927461139896373|-0,21005008886734529003069963|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
2|1631923320000|0,06164|0,06179|0,06157|0,06157|54194,5|1631923379999|3341,77194|15|8772|540,55404|18.09.2021 02:02:00|18.09.2021 02:02:59|-7E-05|0,00022|0,35731687510151047588111093|-0,11356262167423750811161583|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||||||||||||||||||||||True|False|False|False|False|False|False|False|False|
3|1631923380000|0,06151|0,06162|0,06142|0,06162|68650,7|1631923439999|4219,658544|19|10115,8|623,07258|18.09.2021 02:03:00|18.09.2021 02:03:59|0,00011|0,0002|0,32562683165092803647020514|0,17883271012843440091042107|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||||||||||||||||||||||False|False|False|False|True|False|False|False|False|
4|1631923440000|0,06148|0,06151|0,06146|0,06146|40675,5|1631923499999|2500,663789|12|0|0|18.09.2021 02:04:00|18.09.2021 02:04:59|-2E-05|5E-05|0,08135372600065082980800521|-0,03253090435914118412491867|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||||||||||||||||||||||False|False|False|False|False|False|False|False|False|
5|1631923500000|0,0615|0,06152|0,0615|0,06152|6509,1|1631923559999|400,42439|8|6509,1|400,42439|18.09.2021 02:05:00|18.09.2021 02:05:59|2E-05|2E-05|0,0325203252032520325203252|0,0325203252032520325203252|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
6|1631923560000|0,0614|0,0614|0,06115|0,06125|79132,5|1631923619999|4842,996103|38|17469,5|1069,983767|18.09.2021 02:06:00|18.09.2021 02:06:59|-0,00015|0,00025|0,40883074407195421095666394|-0,24429967426710097719869707|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|True|False|False|False|False|False|False|False|
7|1631923620000|0,06117|0,06117|0,06115|0,06115|11299|1631923679999|690,961388|4|0|0|18.09.2021 02:07:00|18.09.2021 02:07:59|-2E-05|2E-05|0,03270645952575633687653312|-0,03269576589831616805623672|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|True|False|False|False|False|False|False|False|False|
8|1631923680000|0,06123|0,06123|0,0611|0,0611|18106,5|1631923739999|1106,676714|8|559,4|34,252062|18.09.2021 02:08:00|18.09.2021 02:08:59|-0,00013|0,00013|0,21276595744680851063829787|-0,21231422505307855626326964|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
9|1631923740000|0,06106|0,06115|0,06091|0,06102|63874|1631923799999|3896,543402|45|11714,1|715,23416|18.09.2021 02:09:00|18.09.2021 02:09:59|-4E-05|0,00024|0,39402396979149564931866689|-0,06550933508024893547330495|||||||||||||||||||||||||||||||||||||||||||||||||||STPTUSDT|False||0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|0 - -0,25|False|False|False|False|False|False|False|False|False|
